name,site,phone,full_address,street,city,postal_code,country,rating,reviews,photo,working_hours,business_status,description,location_link
Bhavani bar,,+91 96866 14983,"WG2V+XPP, Gubbalaala Main Rd, Uttarahalli Hobli, Bengaluru, Karnataka 560061","WG2V+XPP, Gubbalaala Main Rd",Bengaluru,560061,India,4,61,https://lh3.googleusercontent.com/p/AF1QipP8dv9XlpmOnmpVoVnPkTbK5jCpsX7WFBJvStdX=w800-h500-k-no,"{""Monday"": ""7:30am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Bhavani+bar/@12.9024708,77.54431989999999,14z/data=!4m8!1m2!2m1!1sBhavani+bar!3m4!1s0x3bae3fc6acd3d35d:0xbd5ca5e310724c12!8m2!3d12.9024708!4d77.54431989999999"
Waiterly Bar and Restaurant,,+91 98804 85620,"100 Feet Rd, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Vajarahalli, Bengaluru, Karnataka 560062",100 Feet Rd,"Vajarahalli, Bengaluru",560062,India,3.8,164,https://lh3.googleusercontent.com/p/AF1QipPcTCZQ29HMFk1rGPv7yT1YucKH0aSGBC0N-xbJ=w800-h500-k-no,"{""Monday"": ""9am-1am"", ""Tuesday"": ""9am-1am"", ""Wednesday"": ""9am-1am"", ""Thursday"": ""9am-1am"", ""Friday"": ""9am-1am"", ""Saturday"": ""9am-1am"", ""Sunday"": ""9am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Waiterly+Bar+and+Restaurant/@12.8744904,77.5399121,14z/data=!4m8!1m2!2m1!1sWaiterly+Bar+and+Restaurant!3m4!1s0x3bae3f0242569185:0x133fae855ddabc3c!8m2!3d12.8744904!4d77.5399121"
Beer Ranch RestoPUB,,,"1, 1st cross, Subramanya Pura Rd, Padmanabhanagar, Bengaluru, Karnataka 560061","1, 1st cross, Subramanya Pura Rd",Bengaluru,560061,India,4.6,5,https://lh3.googleusercontent.com/p/AF1QipNpddP2BO6VjpGkqbcVCSmxSRV1NbNJ3L5_GRAX=w800-h500-k-no,"{""Monday"": ""11am-12am"", ""Tuesday"": ""11am-12am"", ""Wednesday"": ""11am-12am"", ""Thursday"": ""11am-12am"", ""Friday"": ""11am-12am"", ""Saturday"": ""11am-12am"", ""Sunday"": ""11am-12am""}",OPERATIONAL,,"https://www.google.com/maps/place/Beer+Ranch+RestoPUB/@12.913604099999999,77.5588235,14z/data=!4m8!1m2!2m1!1sBeer+Ranch+RestoPUB!3m4!1s0x3bae3f6038d014b9:0xe03602bad21cd804!8m2!3d12.913604099999999!4d77.5588235"
The Scene - Craft Kitchen & Bar,https://ap-lucid.com/e28811e9-9,+91 88671 77575,"773, Outer Ring Road, 15th Cross Rd, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078","773, Outer Ring Road, 15th Cross Rd",Bengaluru,560078,India,4.4,3042,https://lh3.googleusercontent.com/p/AF1QipMPaixXOLidZNXxM8SmAl6lTEcfLwf8B-_1_f5A=w800-h500-k-no,"{""Monday"": ""12pm-12am"", ""Tuesday"": ""12pm-12am"", ""Wednesday"": ""12pm-12am"", ""Thursday"": ""12pm-12am"", ""Friday"": ""12pm-1am"", ""Saturday"": ""8:30am-1am"", ""Sunday"": ""8:30am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/The+Scene+-+Craft+Kitchen+%26+Bar/@12.906834199999999,77.5802057,14z/data=!4m8!1m2!2m1!1sThe+Scene+-+Craft+Kitchen+%26+Bar!3m4!1s0x3bae15735d044c4f:0xd523e252178db31!8m2!3d12.906834199999999!4d77.5802057"
Jcubez,,+91 87460 06497,"22nd Cross Rd, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",22nd Cross Rd,Bengaluru,560070,India,4,5123,https://lh3.googleusercontent.com/p/AF1QipNQN4DHY6_6KEBr0-n5-EffTCeLkLIOo_Z7mErs=w800-h500-k-no,"{""Monday"": ""11am-11pm"", ""Tuesday"": ""11am-11pm"", ""Wednesday"": ""11am-11pm"", ""Thursday"": ""11am-11pm"", ""Friday"": ""11am-1am"", ""Saturday"": ""11am-1am"", ""Sunday"": ""11am-11:15pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Jcubez/@12.9257295,77.5640742,14z/data=!4m8!1m2!2m1!1sJcubez!3m4!1s0x3bae1580ce0ef121:0x8a7cb509e2920ff!8m2!3d12.9257295!4d77.5640742"
JP Nagara SOCIAL.,https://socialoffline.in/,+91 86579 62334,"7, 33rd Main Rd, KR Layout, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078","7, 33rd Main Rd",Bengaluru,560078,India,3.9,1605,https://lh3.googleusercontent.com/p/AF1QipM_x-OdlU0LraAY_dc2EZSFoFxlMp_k-4DIODpj=w800-h500-k-no,"{""Monday"": ""9am-12:30am"", ""Tuesday"": ""9am-12:30am"", ""Wednesday"": ""9am-12:30am"", ""Thursday"": ""9am-12:30am"", ""Friday"": ""9am-12:30am"", ""Saturday"": ""9am-12:30am"", ""Sunday"": ""9am-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/JP+Nagara+SOCIAL./@12.9062209,77.5804821,14z/data=!4m8!1m2!2m1!1sJP+Nagara+SOCIAL.!3m4!1s0x3bae158129df4349:0x37d006abd0b9b9ec!8m2!3d12.9062209!4d77.5804821"
Ramya Bar And Restaurant,,+91 98800 36488,"No 20, Puttenahalli Rd, Ashta Laxmi Layout, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078","No 20, Puttenahalli Rd",Bengaluru,560078,India,3.2,89,https://lh3.googleusercontent.com/p/AF1QipMOiqaHxPUr-6PCPLAMo0Y_tPaubBmFUkBF9woq=w800-h500-k-no,"{""Monday"": ""9am-10:30pm"", ""Tuesday"": ""9am-10:30pm"", ""Wednesday"": ""9am-10:30pm"", ""Thursday"": ""9am-10:30pm"", ""Friday"": ""9am-10:30pm"", ""Saturday"": ""9am-10:30pm"", ""Sunday"": ""9am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Ramya+Bar+And+Restaurant/@12.8982184,77.58275379999999,14z/data=!4m8!1m2!2m1!1sRamya+Bar+And+Restaurant!3m4!1s0x3bae1540255ff05f:0xebfb80fed85b02da!8m2!3d12.8982184!4d77.58275379999999"
Banashree Bar & Restaurant,,+91 93437 34255,"Shop No. 31/1, Near Srinivasa Talkies Gawdanapalya, 1st Stage, Bengaluru, Karnataka 560061","Shop No. 31/1, Near Srinivasa Talkies Gawdanapalya",Bengaluru,560061,India,3.7,45,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEPSWorRHKOhS7bX_vIkIcFoKT0nQK6L8WQhkE52ge2pMItrWz65y9PRRKZQF2ppKyXMyGVxQ9qUWOcRI2JpBSXZzHqqBz7bf3Y8wNYgQ8GmeVzwER9ZbGP-xSOLmVO1-IG6WMhWe8BDRXSqhjTR6QcpcrGV2CCHdLy6bzfgRVwJEfzuyZM1FH7pB34SqC57AjNHQ=w800-h500-k-no,"{""Monday"": ""12-11:30pm"", ""Tuesday"": ""12pm-12am"", ""Wednesday"": ""12-11:30am,12-11:30pm"", ""Thursday"": ""12-11:30pm"", ""Friday"": ""12-11:30pm"", ""Saturday"": ""12-11:30pm"", ""Sunday"": ""12-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Banashree+Bar+%26+Restaurant/@12.908703,77.5584172,14z/data=!4m8!1m2!2m1!1sBanashree+Bar+%26+Restaurant!3m4!1s0x3bae3fd9d769ce95:0xa878d28765cb94b8!8m2!3d12.908703!4d77.5584172"
harshita bar,,,"#553, Uttarahalli Main Rd, KSRTC Layout, Kumaraswamy Layout, Uttarahalli Hobli, Bengaluru, Karnataka 560078","#553, Uttarahalli Main Rd",Bengaluru,560078,India,3.3,77,https://lh3.googleusercontent.com/p/AF1QipMAZjOkLjfGW75cipSxJuhEKTGrv5v3nbC8i-K4=w800-h500-k-no,"{""Monday"": ""9am-11:30pm"", ""Tuesday"": ""9am-11:30pm"", ""Wednesday"": ""9am-11:30pm"", ""Thursday"": ""9am-11:30pm"", ""Friday"": ""9am-11:30pm"", ""Saturday"": ""9am-11:30pm"", ""Sunday"": ""9am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/harshita+bar/@12.9103243,77.5506379,14z/data=!4m8!1m2!2m1!1sharshita+bar!3m4!1s0x3bae3fd0206a6b67:0x32b71f743419a7c0!8m2!3d12.9103243!4d77.5506379"
Bramble Kitchen & Bar,http://bramblethebar.com/,+91 89512 89994,"Marenahalli Rd, CR Layout, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560070",Marenahalli Rd,Bengaluru,560070,India,4.4,2161,https://lh3.googleusercontent.com/p/AF1QipNmgSdv1qncaYV3lxU7x6WVX58CwGz1tw7Bq41O=w800-h500-k-no,"{""Monday"": ""11:30am-12:30am"", ""Tuesday"": ""11:30am-12:30am"", ""Wednesday"": ""11:30am-12:30am"", ""Thursday"": ""11:30am-12:30am"", ""Friday"": ""11:30am-12:30am"", ""Saturday"": ""11:30am-12:30am"", ""Sunday"": ""11:30am-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/Bramble+Kitchen+%26+Bar/@12.917006599999999,77.57933229999999,14z/data=!4m8!1m2!2m1!1sBramble+Kitchen+%26+Bar!3m4!1s0x3bae155825f4d245:0x9ca207360fc2b897!8m2!3d12.917006599999999!4d77.57933229999999"
Spice Family Bar And Restaurant,,,"Shop No.133, Ittamadu Main Road Kengri Road Naidu Layout, Arehalli, Bengaluru, Karnataka 560061","Shop No.133, Ittamadu Main Road Kengri Road Naidu Layout",Bengaluru,560061,India,3.5,680,https://lh3.googleusercontent.com/p/AF1QipMrW2Jf1OCNhLcg07pHdoiSidVNg9AewoPr9LA3=w800-h500-k-no,"{""Monday"": ""10:30am-11pm"", ""Tuesday"": ""10:30am-11pm"", ""Wednesday"": ""10:30am-11pm"", ""Thursday"": ""10:30am-11pm"", ""Friday"": ""10:30am-11pm"", ""Saturday"": ""10:30am-11pm"", ""Sunday"": ""10:30am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Spice+Family+Bar+And+Restaurant/@12.9158192,77.5419665,14z/data=!4m8!1m2!2m1!1sSpice+Family+Bar+And+Restaurant!3m4!1s0x3bae3fcbb3490fc3:0x79a4a1ce38ddaa8a!8m2!3d12.9158192!4d77.5419665"
Gymers joint,,+91 79754 50318,"1330, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078","1330, 50 Feet Main Road",Bengaluru,560078,India,4.1,254,https://lh3.googleusercontent.com/p/AF1QipP2MiwfiYx43pcJiSAOTs5Sgp2ieTAVSQGyhfpe=w800-h500-k-no,"{""Monday"": ""8am-10:30pm"", ""Tuesday"": ""8am-10:30pm"", ""Wednesday"": ""8am-10:30pm"", ""Thursday"": ""8am-10:30pm"", ""Friday"": ""8am-10:30pm"", ""Saturday"": ""8am-10:30pm"", ""Sunday"": ""8am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Gymers+joint/@12.9092047,77.5633229,14z/data=!4m8!1m2!2m1!1sGymers+joint!3m4!1s0x3bae15720b603adb:0x1ab0f89405746d83!8m2!3d12.9092047!4d77.5633229"
Shruthi Bar and Restaurant,,,"Shop No.17, 18, Vasanthapura Main Rd, Prashanthi Nagar Extension, Prasanti Nagar, Bikasipura, Bengaluru, Karnataka 560078","Shop No.17, 18, Vasanthapura Main Rd",Bengaluru,560078,India,4.4,21,https://lh3.googleusercontent.com/p/AF1QipMz3neSpcRUG1G_KnxQPpB3SsUrDA6e0urF4886=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Shruthi+Bar+and+Restaurant/@12.8949257,77.5554301,14z/data=!4m8!1m2!2m1!1sShruthi+Bar+and+Restaurant!3m4!1s0x3bae3f19a414c835:0x92e606407718d34f!8m2!3d12.8949257!4d77.5554301"
Amruth Bar & Restaurant,,+91 84533 19522,"I.G. Cirlce, Sarakki Main Rd, B Block, Shakambari Nagar, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078","I.G. Cirlce, Sarakki Main Rd",Bengaluru,560078,India,3.3,69,https://lh3.googleusercontent.com/p/AF1QipMYTOJk75fHJayQVRtQm9m6rIP3WbZIu00fcB1c=w800-h500-k-no,"{""Monday"": ""10:30am-1am"", ""Tuesday"": ""10:30am-1am"", ""Wednesday"": ""10:30am-1am"", ""Thursday"": ""10:30am-1am"", ""Friday"": ""10:30am-1am"", ""Saturday"": ""10:30am-1am"", ""Sunday"": ""10:30am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Amruth+Bar+%26+Restaurant/@12.911094499999999,77.57810909999999,14z/data=!4m8!1m2!2m1!1sAmruth+Bar+%26+Restaurant!3m4!1s0x3bae1571eb967613:0xe6d7ce7c1c45e18!8m2!3d12.911094499999999!4d77.57810909999999"
Sudashree Bar and Restaurant,,,"VHRC+6MJ, Chunchgatta Main Rd, Chunchgatta, Phase 7, J. P. Nagar, Bengaluru, Karnataka 560078","VHRC+6MJ, Chunchgatta Main Rd",Bengaluru,560078,India,3.8,101,https://lh3.googleusercontent.com/p/AF1QipPWYrLCXnouhxjGCU9CWWfNjUlozYn8ErPhc7oO=w800-h500-k-no,"{""Monday"": ""10:01am-11pm"", ""Tuesday"": ""10:01am-11pm"", ""Wednesday"": ""10:01am-11pm"", ""Thursday"": ""10:01am-11pm"", ""Friday"": ""10:01am-11pm"", ""Saturday"": ""10:01am-11pm"", ""Sunday"": ""10:01am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Sudashree+Bar+and+Restaurant/@12.890598299999999,77.57164139999999,14z/data=!4m8!1m2!2m1!1sSudashree+Bar+and+Restaurant!3m4!1s0x3bae155b17662159:0x6526c2ddf351fbcf!8m2!3d12.890598299999999!4d77.57164139999999"
Mohan Bar And Restaurant,,,"VHQ7+W9Q, Konanakunte Cross Rd, Siddanna Layout, Bikasipura, Bengaluru, Karnataka 560062","VHQ7+W9Q, Konanakunte Cross Rd",Bengaluru,560062,India,3.7,13,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-zH7i1nUWC4geB7Dwbbk8w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=326.27325&pitch=0&thumbfov=100,"{""Monday"": ""11am-11pm"", ""Tuesday"": ""11am-11pm"", ""Wednesday"": ""11am-11pm"", ""Thursday"": ""11am-11pm"", ""Friday"": ""11am-11pm"", ""Saturday"": ""11am-11pm"", ""Sunday"": ""11am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Mohan+Bar+And+Restaurant/@12.889844,77.5634767,14z/data=!4m8!1m2!2m1!1sMohan+Bar+And+Restaurant!3m4!1s0x3bae1558f37a1ddd:0x246c5f2cc3abd0c3!8m2!3d12.889844!4d77.5634767"
Aishwarya Bar & Restaurant,,,"WG3V+7V3, Gubbalaala Main Rd, Uttarahalli Hobli, Bengaluru, Karnataka 560061","WG3V+7V3, Gubbalaala Main Rd",Bengaluru,560061,India,3.5,69,https://lh3.googleusercontent.com/p/AF1QipND0Yg_jg8byrnuRbJ9JeCAyX29Rgks2ECc0JXu=w800-h500-k-no,"{""Monday"": ""10am-9pm"", ""Tuesday"": ""10am-9pm"", ""Wednesday"": ""10am-9pm"", ""Thursday"": ""10am-9pm"", ""Friday"": ""10am-9pm"", ""Saturday"": ""10am-9pm"", ""Sunday"": ""10am-9pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Aishwarya+Bar+%26+Restaurant/@12.903147899999999,77.5446746,14z/data=!4m8!1m2!2m1!1sAishwarya+Bar+%26+Restaurant!3m4!1s0x3bae3fc6a9bb9c95:0xb242c7370c0c8138!8m2!3d12.903147899999999!4d77.5446746"
South Point Pub,,+91 90086 95700,"Shop No. 5, No. 7, Lakshmi Towers 200 South End Circle, Rashtriya Vidyalaya Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560004","Shop No. 5, No. 7, Lakshmi Towers 200 South End Circle, Rashtriya Vidyalaya Rd",Bengaluru,560004,India,4,690,https://lh3.googleusercontent.com/p/AF1QipN82N-ecDVu59pJLx08nHBx6MEOi9qv5yQjC54_=w800-h500-k-no,"{""Monday"": ""11am-12am"", ""Tuesday"": ""11am-12am"", ""Wednesday"": ""11am-12am"", ""Thursday"": ""11am-12am"", ""Friday"": ""11am-12am"", ""Saturday"": ""11am-12am"", ""Sunday"": ""11am-12am""}",OPERATIONAL,"Old-school pub offering a down-to-earth atmosphere, simple dishes & a pool table.","https://www.google.com/maps/place/South+Point+Pub/@12.9382617,77.5801742,14z/data=!4m8!1m2!2m1!1sSouth+Point+Pub!3m4!1s0x3bae1594647a4ff1:0xf86b50292d5e2be8!8m2!3d12.9382617!4d77.5801742"
Oia Bangalore,https://oiabangalore.com/,+91 96060 31145,"Oia, Hennur Main Road, New Airport Rd, opposite Mantri Webcity, Bengaluru, Karnataka 560077","Oia, Hennur Main Road, New Airport Rd, opposite Mantri Webcity",Bengaluru,560077,India,4.4,22159,https://lh3.googleusercontent.com/p/AF1QipNsGRQ0G4RP-PKJEr69OykjIUjJaR3r4jWqmHi7=w800-h500-k-no,"{""Monday"": ""12pm-1am"", ""Tuesday"": ""12pm-1am"", ""Wednesday"": ""12pm-1am"", ""Thursday"": ""12pm-1am"", ""Friday"": ""12pm-1am"", ""Saturday"": ""12pm-1am"", ""Sunday"": ""12pm-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Oia+Bangalore/@13.0738322,77.6525657,14z/data=!4m8!1m2!2m1!1sOia+Bangalore!3m4!1s0x3bae19a1346d6245:0xbc5cafe1b80b1378!8m2!3d13.0738322!4d77.6525657"
Guru Bar and Restaurant,,,"WH3H+HXG, MG Layout, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078",WH3H+HXG,Bengaluru,560078,India,3.2,36,https://lh3.googleusercontent.com/p/AF1QipOcKfs1Hk1HWCrKNx5pFA_9gdrolEC7pZvQokNn=w800-h500-k-no,"{""Monday"": ""10:30am-11pm"", ""Tuesday"": ""10:30am-11pm"", ""Wednesday"": ""10:30am-11pm"", ""Thursday"": ""10:30am-11pm"", ""Friday"": ""10:30am-11pm"", ""Saturday"": ""10:30am-11pm"", ""Sunday"": ""10:30am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Guru+Bar+and+Restaurant/@12.9039392,77.5799514,14z/data=!4m8!1m2!2m1!1sGuru+Bar+and+Restaurant!3m4!1s0x3bae156bf0c88869:0xd9e9ecbd79a06609!8m2!3d12.9039392!4d77.5799514"
The History Pub,,+91 76248 00332,"600P, 100 Feet Rd, Sir M Vishweshwaraiah Layout 6th Block, Upkar Layout, Ullal Uppanagar, Bengaluru, Ullal, Karnataka 560110","600P, 100 Feet Rd","Bengaluru, Ullal",560110,India,4,270,https://lh3.googleusercontent.com/p/AF1QipPagj-UwPtjE_A1-JzHKX9GIcwuE_N75ab7zArE=w800-h500-k-no,"{""Monday"": ""11am-12am"", ""Tuesday"": ""11am-12am"", ""Wednesday"": ""11am-12am"", ""Thursday"": ""11am-12am"", ""Friday"": ""11am-12am"", ""Saturday"": ""11am-12am"", ""Sunday"": ""11am-12am""}",OPERATIONAL,,"https://www.google.com/maps/place/The+History+Pub/@12.9674856,77.48101249999999,14z/data=!4m8!1m2!2m1!1sThe+History+Pub!3m4!1s0x3bae3f019e360747:0xe850d2de4ea5221f!8m2!3d12.9674856!4d77.48101249999999"
ACE CAFE,,,"742, 14th Main Rd, 1st Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560078","742, 14th Main Rd",Bengaluru,560078,India,4.7,56,https://lh3.googleusercontent.com/p/AF1QipPo6M9fOf9jAtafpxH0qsj1wjwTSkrPW3t0molb=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""9am-11pm"", ""Friday"": ""9am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/ACE+CAFE/@12.9067072,77.56334509999999,14z/data=!4m8!1m2!2m1!1sACE+CAFE!3m4!1s0x3bae153288e14ba7:0x6e8a0bb2927f9764!8m2!3d12.9067072!4d77.56334509999999"
Sri Kala Bar and Restaurant,,,"745, Subramanya Pura Rd, Kadarenahalli, Padmanabhanagar, Bengaluru, Karnataka 560070","745, Subramanya Pura Rd",Bengaluru,560070,India,3.8,71,https://lh3.googleusercontent.com/p/AF1QipNFCsdRlFH0l4Kv47jh54Hly1kjbdBCqr22DI7L=w800-h500-k-no,"{""Monday"": ""10am-12am"", ""Tuesday"": ""10am-12am"", ""Wednesday"": ""10am-12am"", ""Thursday"": ""10am-12am"", ""Friday"": ""10am-12am"", ""Saturday"": ""10am-12am"", ""Sunday"": ""10am-12am""}",OPERATIONAL,,"https://www.google.com/maps/place/Sri+Kala+Bar+and+Restaurant/@12.915057,77.563428,14z/data=!4m8!1m2!2m1!1sSri+Kala+Bar+and+Restaurant!3m4!1s0x3bae157e7527cc8d:0x7774bca7b269480a!8m2!3d12.915057!4d77.563428"
1522,http://www.thepub1522.com/,+91 99809 85527,"Raja Building, 3 C-4 Maha, 80 Feet Rd, New Friends Colony, Koramangala, Bengaluru, Karnataka 560034","Raja Building, 3 C-4 Maha, 80 Feet Rd",Bengaluru,560034,India,4.1,6499,https://lh3.googleusercontent.com/p/AF1QipMAcG6GTFkbGoTPBcSX4AesNjl-w7MK8UjGPzzp=w800-h500-k-no,"{""Monday"": ""11am-1am"", ""Tuesday"": ""11am-1am"", ""Wednesday"": ""11am-1am"", ""Thursday"": ""11am-1am"", ""Friday"": ""11am-1am"", ""Saturday"": ""11am-1am"", ""Sunday"": ""11am-1am""}",OPERATIONAL,"Rustic-chic pub spotlighting pizza, burgers & other pub classics, plus a robust beer & wine menu.","https://www.google.com/maps/place/1522/@12.9343047,77.6301093,14z/data=!4m8!1m2!2m1!1s1522!3m4!1s0x3bae145d5066ce9f:0x3cb0ad316d996128!8m2!3d12.9343047!4d77.6301093"
Liquor Zone MRP,,,"16, Durga Parameshwari Nagar, Arehalli, Banashankari, Bengaluru, Karnataka 560085",16,Bengaluru,560085,India,4,54,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S16hsUQeTp4ah_5UCnSfQg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=114.425354&pitch=0&thumbfov=100,"{""Monday"": ""10am-10:30pm"", ""Tuesday"": ""10am-10:30pm"", ""Wednesday"": ""10am-10:30pm"", ""Thursday"": ""10am-10:30pm"", ""Friday"": ""10am-10:30pm"", ""Saturday"": ""10am-10:30pm"", ""Sunday"": ""10am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Liquor+Zone+MRP/@12.912731299999999,77.54061759999999,14z/data=!4m8!1m2!2m1!1sLiquor+Zone+MRP!3m4!1s0x3bae3f9daf49805d:0x9fb6a306b8d6d8f2!8m2!3d12.912731299999999!4d77.54061759999999"
S.Naidu Bar And Restaurant,,+91 97404 30654,"No. 9, 5, Gubbalaala Main Rd, Vaishnavi Layout, Uttarahalli Hobli, Bengaluru, Karnataka 560061","No. 9, 5, Gubbalaala Main Rd",Bengaluru,560061,India,3.6,174,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH7IDRYUpNs2EttLnCjxkeyAqc8V87LVht4tVNsn2j3CYOkXqsK-Y-dnz1pKb1GWqnNwkb0xXh8ixFiKV5NHna9x4-2mrCi2B1PawiGFRlBdzoBn5vh9pLZU4pIBo3KCO3wgKC5KdWbM56a995x4uWQC4ViGMfmcQkCpQlQyWJjDdZwhvDvGUS9WVkVNZ50ClbBa3k=w800-h500-k-no,"{""Monday"": ""9am-11:30pm"", ""Tuesday"": ""9am-11:30pm"", ""Wednesday"": ""9am-11:30pm"", ""Thursday"": ""9am-11:30pm"", ""Friday"": ""9am-11:30pm"", ""Saturday"": ""9am-11:30pm"", ""Sunday"": ""9am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/S.Naidu+Bar+And+Restaurant/@12.906955,77.5447121,14z/data=!4m8!1m2!2m1!1sS.Naidu+Bar+And+Restaurant!3m4!1s0x3bae3fc67581d43d:0x7a0dbefb576978dc!8m2!3d12.906955!4d77.5447121"
Nandi Garden Bar & Restaurant,,,"389591, Outer Ring Rd, near Union Bank Of India, Gangadhar Nagar, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078","389591, Outer Ring Rd, near Union Bank Of India",Bengaluru,560078,India,3.7,10,https://lh3.googleusercontent.com/p/AF1QipO6Rv3GAxHQHT9vUcQxvc7oylHUruKU4InQ_oah=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Nandi+Garden+Bar+%26+Restaurant/@12.906598599999999,77.5738252,14z/data=!4m8!1m2!2m1!1sNandi+Garden+Bar+%26+Restaurant!3m4!1s0x3bae156f7946bf9d:0x22cb496654873d3f!8m2!3d12.906598599999999!4d77.5738252"
MRP liquor Shop,,,"1st cross, Uttarahalli Main Rd, Kadarenahalli, Muneshwara Nagar, Bengaluru, Karnataka 560061","1st cross, Uttarahalli Main Rd",Bengaluru,560061,India,4.2,18,https://lh3.googleusercontent.com/p/AF1QipNZySZABSnsWOgvjv2VmZzFpkPCGmcDyegltrg=w800-h500-k-no,"{""Monday"": ""9:30-11:30am"", ""Tuesday"": ""9:30-11:30am"", ""Wednesday"": ""9:30-11:30am"", ""Thursday"": ""9:30-11:30am"", ""Friday"": ""9:30-11:30am"", ""Saturday"": ""9:30-11:30am"", ""Sunday"": ""9:30-11:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/MRP+liquor+Shop/@12.9134918,77.5587816,14z/data=!4m8!1m2!2m1!1sMRP+liquor+Shop!3m4!1s0x3bae3f4a825018c3:0x427ff875aa728d8e!8m2!3d12.9134918!4d77.5587816"
SLV Bar and Restaurant,,,"No.95, BSK 3rd Stage,Uttarahalli Hobli, 3rd Main Rd, Naidu Layout, Chikkalasandra, Bengaluru, Karnataka 560061","No.95, BSK 3rd Stage,Uttarahalli Hobli, 3rd Main Rd",Bengaluru,560061,India,3.5,93,https://lh3.googleusercontent.com/p/AF1QipPHB-LLUkkQ42TUXeGlglGZ-4oBOAfteAwP4f6v=w800-h500-k-no,"{""Monday"": ""10am-11pm"", ""Tuesday"": ""10am-11pm"", ""Wednesday"": ""10am-11pm"", ""Thursday"": ""10am-11pm"", ""Friday"": ""10am-11pm"", ""Saturday"": ""10am-11pm"", ""Sunday"": ""10am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/SLV+Bar+and+Restaurant/@12.9183676,77.5418931,14z/data=!4m8!1m2!2m1!1sSLV+Bar+and+Restaurant!3m4!1s0x3bae3f40ca63d3d7:0xb2b91e6a23b95073!8m2!3d12.9183676!4d77.5418931"
